WifiStandard,Anten,Channel,Rate,Power_Actual,PacketSent,PacketGet,PER
802.11nHT20,ANT 1,1,0,-30 dBm,1000,609,39.10%
802.11nHT20,ANT 1,1,1,-30 dBm,1000,779,22.10%
802.11nHT20,ANT 1,1,2,-30 dBm,1000,608,39.20%
802.11nHT20,ANT 1,1,3,-30 dBm,1000,664,33.60%
802.11nHT20,ANT 1,1,4,-30 dBm,1000,645,35.50%
802.11nHT20,ANT 1,1,5,-30 dBm,1000,481,51.90%
802.11nHT20,ANT 1,1,6,-30 dBm,1000,689,31.10%
802.11nHT20,ANT 1,1,7,-30 dBm,1000,600,40.00%
